job_title,company,industry,location,required_skills,experience_level,salary_range,job_description,posting_date,demand_label,Certificates
ML Engineer,Company_109,IT,Chennai,"Linux, Networking, Security",Mid,3-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-01,High,None
Product Manager,Company_285,Automobile,Chennai,"Linux, Networking, Security",Mid,5-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-27,Low,None
AI Engineer,Company_27,Finance,Hyderabad,"Linux, Networking, Security",Mid,6-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-09,High,None
Frontend Developer,Company_280,Automobile,Kolkata,"JavaScript, React, HTML, CSS",Junior,10-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-05,Medium,None
Software Developer,Company_409,Telecom,Delhi,"Linux, Networking, Security",Mid,5-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-28,High,None
Software Developer,Company_429,E-commerce,Chennai,"Power BI, Excel, SQL",Senior,4-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-12,Medium,None
Business Analyst,Company_430,E-commerce,Delhi,"JavaScript, React, HTML, CSS",Mid,4-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-10,Low,None
Product Manager,Company_153,Finance,Chennai,"JavaScript, React, HTML, CSS",Senior,6-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-22,Low,None
Product Manager,Company_27,E-commerce,Mumbai,"Python, Deep Learning, NLP",Junior,9-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-17,Low,None
ML Engineer,Company_371,E-commerce,Hyderabad,"Python, Data Analysis, Statistics",Mid,3-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-31,High,None
Cyber Security Analyst,Company_95,Finance,Hyderabad,"JavaScript, React, HTML, CSS",Fresher,4-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-04,Low,Cybersecurity Essentials
Business Analyst,Company_235,E-commerce,Bangalore,"JavaScript, React, HTML, CSS",Fresher,5-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-29,Low,None
Business Analyst,Company_18,Manufacturing,Remote,"Java, Spring, Microservices",Junior,10-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-24,High,None
AI Engineer,Company_435,E-commerce,Hyderabad,"Python, SQL, Machine Learning",Senior,10-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-05,Low,None
AI Engineer,Company_294,Automobile,Mumbai,"Linux, Networking, Security",Senior,10-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-06,High,None
Product Manager,Company_495,Education,Bangalore,"Linux, Networking, Security",Junior,4-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-21,Low,None
Cloud Engineer,Company_494,E-commerce,Chennai,"Power BI, Excel, SQL",Mid,7-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-09,Medium,AWS Certified Solutions Architect
Business Analyst,Company_173,Manufacturing,Chennai,"Linux, Networking, Security",Mid,5-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-23,Low,None
Business Analyst,Company_131,Telecom,Pune,"Python, Deep Learning, NLP",Junior,6-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-13,Low,None
ML Engineer,Company_132,Education,Hyderabad,"AWS, Docker, Kubernetes",Senior,3-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-29,High,None
Cloud Engineer,Company_232,Telecom,Remote,"Python, Deep Learning, NLP",Senior,5-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-09,Low,AWS Certified Solutions Architect
Product Manager,Company_341,E-commerce,Hyderabad,"Linux, Networking, Security",Junior,7-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-13,Low,None
Data Analyst,Company_479,IT,Hyderabad,"Python, Data Analysis, Statistics",Junior,4-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-31,High,Google Data Analytics Certificate
Business Analyst,Company_494,Manufacturing,Mumbai,"Linux, Networking, Security",Fresher,7-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-12,Medium,None
Software Developer,Company_271,IT,Hyderabad,"Python, SQL, Machine Learning",Junior,6-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-24,Low,None
Cloud Engineer,Company_171,Automobile,Hyderabad,"Power BI, Excel, SQL",Fresher,10-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-10,High,AWS Certified Solutions Architect
Data Scientist,Company_108,E-commerce,Chennai,"Power BI, Excel, SQL",Mid,8-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-14,Medium,Certified Data Scientist
Cloud Engineer,Company_289,IT,Mumbai,"JavaScript, React, HTML, CSS",Senior,9-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-18,Low,AWS Certified Solutions Architect
Product Manager,Company_131,Healthcare,Hyderabad,"Python, SQL, Machine Learning",Mid,3-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-15,Low,None
Frontend Developer,Company_311,Manufacturing,Chennai,"JavaScript, React, HTML, CSS",Senior,8-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-14,Medium,None
Cyber Security Analyst,Company_307,Healthcare,Mumbai,"Python, Data Analysis, Statistics",Junior,3-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-13,Medium,Cybersecurity Essentials
Data Analyst,Company_130,Education,Kolkata,"Python, Deep Learning, NLP",Fresher,3-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-08,Low,Google Data Analytics Certificate
DevOps Engineer,Company_26,Manufacturing,Chennai,"Linux, Networking, Security",Senior,10-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-02,Low,None
Data Scientist,Company_85,Healthcare,Kolkata,"Linux, Networking, Security",Mid,9-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-01,Low,Certified Data Scientist
Product Manager,Company_259,Automobile,Hyderabad,"JavaScript, React, HTML, CSS",Junior,10-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-29,Medium,None
AI Engineer,Company_71,Healthcare,Mumbai,"Python, SQL, Machine Learning",Mid,4-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-11,High,None
Data Scientist,Company_321,Automobile,Hyderabad,"Python, Deep Learning, NLP",Senior,9-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-15,Medium,Certified Data Scientist
Data Analyst,Company_235,Automobile,Mumbai,"JavaScript, React, HTML, CSS",Fresher,8-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-27,High,Google Data Analytics Certificate
AI Engineer,Company_250,Healthcare,Bangalore,"AWS, Docker, Kubernetes",Fresher,10-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-21,Low,None
Product Manager,Company_441,IT,Hyderabad,"Power BI, Excel, SQL",Junior,5-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-11,Medium,None
DevOps Engineer,Company_379,Education,Kolkata,"Python, Data Analysis, Statistics",Junior,7-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-11,Medium,None
Product Manager,Company_405,Manufacturing,Pune,"Java, Spring, Microservices",Senior,10-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-20,High,None
Frontend Developer,Company_169,Automobile,Hyderabad,"Python, Deep Learning, NLP",Junior,3-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-31,High,None
Data Scientist,Company_213,Manufacturing,Bangalore,"Python, Data Analysis, Statistics",Junior,10-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-07,High,Certified Data Scientist
Backend Developer,Company_418,Telecom,Pune,"Power BI, Excel, SQL",Fresher,8-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-24,High,None
Frontend Developer,Company_373,IT,Delhi,"Python, Deep Learning, NLP",Junior,9-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-25,Medium,None
Cloud Engineer,Company_375,IT,Hyderabad,"JavaScript, React, HTML, CSS",Senior,7-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-19,Low,AWS Certified Solutions Architect
DevOps Engineer,Company_25,Education,Hyderabad,"AWS, Docker, Kubernetes",Mid,4-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-05,Medium,None
Backend Developer,Company_266,IT,Pune,"JavaScript, React, HTML, CSS",Mid,7-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-28,Low,None
Cloud Engineer,Company_8,Education,Bangalore,"JavaScript, React, HTML, CSS",Senior,3-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-15,High,AWS Certified Solutions Architect
DevOps Engineer,Company_78,IT,Delhi,"Python, Data Analysis, Statistics",Senior,9-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-25,Medium,None
Frontend Developer,Company_65,Education,Delhi,"Power BI, Excel, SQL",Senior,9-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-07,High,None
Software Developer,Company_276,Telecom,Hyderabad,"AWS, Docker, Kubernetes",Junior,8-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-19,Low,None
Data Scientist,Company_21,Automobile,Delhi,"Python, Data Analysis, Statistics",Senior,8-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-15,Medium,Certified Data Scientist
ML Engineer,Company_498,Automobile,Remote,"Python, SQL, Machine Learning",Junior,4-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-19,Low,None
Frontend Developer,Company_209,Healthcare,Remote,"Python, Deep Learning, NLP",Senior,8-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-21,High,None
Data Scientist,Company_242,Education,Remote,"AWS, Docker, Kubernetes",Senior,6-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-06,High,Certified Data Scientist
Product Manager,Company_198,E-commerce,Kolkata,"Python, Deep Learning, NLP",Junior,6-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-16,Medium,None
Cloud Engineer,Company_265,E-commerce,Pune,"Python, SQL, Machine Learning",Senior,8-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-05,Medium,AWS Certified Solutions Architect
Cyber Security Analyst,Company_83,E-commerce,Pune,"JavaScript, React, HTML, CSS",Mid,10-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-27,High,Cybersecurity Essentials
Business Analyst,Company_276,Telecom,Kolkata,"JavaScript, React, HTML, CSS",Junior,7-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-12,Medium,None
Cyber Security Analyst,Company_75,Manufacturing,Hyderabad,"Power BI, Excel, SQL",Junior,9-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-13,Medium,Cybersecurity Essentials
